Favorite_Subject,Math,Address,Hackathons / App development projects,English,Average_Score,Programming / coding clubs,Physics,Age_Group,Business,Chemistry,Building miniatures / models,Aptitude,ICT,Model building recognition,Other (please specify),Chosen_University,Debate / Public Speaking,Study_Country,Family_Lifestyle_Encoded,Bio,Personality_Trait,English_Proficiency,Programming / Coding award,IELTS_Score,DIY projects,Study_Habit,Parents_Education_Encoded,"Volunteering at hospitals, clinics, or NGOs",Gender,Career_Interest
3.9773952639677006,94.70323333493981,22.778768400125884,0.008126570742492728,82.08326756851116,86.42791388181539,0.0,92.52225207626478,0.9807733294513806,0.0,91.19191545423551,1.0503510398473621,2.0194539616755507,77.20033477817313,0.963040001041888,0.0,34.73113145548107,1.047179096000888,0.0,1.9287532531645915,2.910033955484691,15.837870310182835,1.9588598616781148,0.0,0.0,0.09999309386775695,2.0441070768682565,1.0053840439074295,0.0948797483534072,0.0,3
4.9690775720448865,60.32658222041063,25.941101982870805,0.026832076302493017,72.66646094427999,68.08507636042047,0.0,59.77391969132246,0.9611946649349136,1.2358756477086508,75.18922827152771,0.0,1.0105265336272116,71.70613379401813,0.0,0.9715567851067847,99.30267850953982,0.11218067491937725,5.005804876159089,1.0366863986927723,64.41235807488425,5.025083845275545,1.9473084352237886,0.015629888717298587,0.998195226335108,0.0047025466480578515,0.09353617304907381,0.9834815641635732,0.01702473032404562,0.963179124786995,2
5.079507908129261,79.6421264640346,27.125639955928627,0.028656922917470865,79.53672656251904,76.61196839515577,0.0,70.22829122270724,0.9862966254855308,0.0,79.2231800103006,0.02731971823879642,2.002892376007202,82.646158011237,0.016817863694901024,0.010218126160790654,46.02663234732164,1.0921607538269271,6.321856318532829,1.0234172542812017,0.0,9.491140569774899,0.0,0.0,1.540167542650541,0.972779402963164,2.006947021340609,1.0693996242475803,0.0,1.00595935039213,3
2.202746817988262,80.44566045878146,24.30625521638281,0.0,98.01853011987232,84.93791001000419,0.0,76.03497223243222,1.041150173355724,0.0,90.31104832390889,0.02096116635901796,3.0396847331650316,71.06193710584746,0.0,0.0,34.44311148605431,0.020337933968398666,4.003608335673892,2.059167962401238,0.0,0.0,0.037504329975437393,0.0,1.4035718162877338,0.957734894342037,0.9581463251467015,0.9653510856188726,0.022550377047542605,0.0,3
1.1287716714272376,84.69875876266686,26.300925181594298,0.010694918674968,80.75218337312596,80.90340420265034,0.0,86.3439498352874,1.022848146579824,0.0,93.74417931331017,0.0,0.9530950546911134,65.24106447318108,0.0,0.03276786103240184,21.888863089578894,0.9925733467599999,0.3113293987731725,1.0502991826179504,3.1098833659969856,8.617568307691839,1.9763660691140135,0.0,0.0,0.9664504661240528,0.20079426794497668,1.043178058077967,0.0,0.04723275374574087,3
5.917470453176047,74.24639629514238,0.0,0.0,70.89304150010517,75.70937770501013,0.0,66.79471405816756,1.0707716609633016,79.34914212912693,82.34817749192757,0.0,1.94425606758508,84.6526804032232,0.005717024650749302,0.0,93.04494501485524,1.0753576761578925,13.199082878859928,2.050358052052615,95.76723270664,1.7042219952577862,0.018028853072437213,0.01257321835918692,0.0,1.074924907095882,2.940186467203902,0.0,0.0,0.0,2
1.918220521404778,65.96094472499253,23.200360656124644,0.0,91.4557898199239,79.98865294638773,0.0,73.48039537689617,1.015516544479314,97.97851816080515,78.49209209125323,0.0,2.014234382174597,64.93087756145664,0.009817809569251422,0.017488546981796787,102.19401498145018,1.066849660348662,12.903898958287039,1.9845460279188236,78.952148054414,13.32815627078484,2.050227568794235,0.0,0.0,0.032484275513600294,0.767495243111757,1.00537198274687,0.012246122440389124,0.0650314654334664,0
4.876137363287226,96.67502586852254,7.445066386392248,0.0,88.11546931351684,90.22837375992114,0.0,90.22573156936208,1.0401677748389366,77.64890160677164,90.89389679740806,1.0051434755902633,1.9948412403200928,90.30413869228157,0.017657951381384953,0.05984891446122419,46.96885202626155,1.0425283560286323,8.42765744881687,1.002800852073123,90.36337171493143,1.6393732858674064,2.0671678838460537,0.0,0.6290957219838778,0.0,1.9644187297225597,0.982790536108176,0.03883351740331311,0.07875218471299023,3
0.0,60.911807066465755,24.89284687869333,0.026600319063449715,49.07538659102488,56.6292908071046,0.06484117071846685,0.0,0.9757019944994108,66.06022565057127,0.6543018464976673,0.037952021611546254,1.0406572634454285,51.788046731174326,0.0,0.0023533927666022536,49.917469680947896,1.0670145000838154,5.485615810427539,1.0257377072615115,0.5938235910862382,5.029823905682024,1.9630234473033543,0.01573865159377643,0.4010269092904592,0.04165826154584628,2.056732332904343,0.0,0.042772268936725075,0.01007670281330913,0
2.979088669193663,68.95952051711642,26.436244299748346,0.01899832785021039,68.13526758398592,75.11755246164124,0.9386014290177929,56.88399411544821,0.9768879976391743,0.0,89.26420399528098,0.049194764512182555,1.852504755073443,97.69660806997763,0.011671851704237759,1.0339444097996011,26.796334094748364,0.09534772732501931,13.507870472720096,2.0676546633502624,42.7611806506462,1.185008734344808,1.8970295920212426,0.0,0.6468106308239334,0.0,2.9444772206061685,1.0209316185270023,0.00957559784742485,0.0,1
3.7495718999199035,87.24686141667866,25.287648928014583,0.0,76.93436897681815,82.1975228218345,1.0363554694908292,86.59506501568252,0.9519989861840084,0.0,79.80016662653776,0.0,3.05465156181394,92.78179529847687,0.0,0.0,95.85317448934194,0.0,7.875775317340884,0.9854374419309817,77.63072583026006,7.820097537954823,1.863902404547226,0.9895683118050707,0.0,0.0,0.0,1.0088975975071575,0.019831106016344174,1.0302832819386365,1
4.130329444402227,99.16052517763161,24.1394852642152,0.009027056198349669,77.2734583728201,91.75317852741249,0.0,83.1174373712774,0.9997638313020939,2.5533545846892776,90.21402449330705,0.061273846493781876,0.98061378253243,91.33228143621882,0.0,0.02425758889631792,62.919257496073854,1.0000993294749165,0.08236947182099286,2.014913585550182,99.17672974730672,7.110099024538632,1.9833564303119209,0.011939089565846439,0.0,0.0,0.0,0.0,0.01813170952253799,0.0,2
6.060216500116701,92.36216863543159,23.94091291005074,0.00125978392382891,90.35817901872697,95.23124605819508,0.024914625320291563,0.0,0.9722349344837575,1.6444958493973814,0.0,0.0,1.999051989717511,95.70596994171316,0.04234809202580951,0.0888716674185328,99.422274212369,0.09296181953229002,0.0,2.0074522157243755,87.66903050305909,9.258464755963502,0.0,0.00260332841014632,8.632558231630409,0.0,1.8953723032187726,0.9633419830913147,0.9398464571222207,0.94926286290721,0
0.020971930095479294,75.23915633669304,50.78338682042968,0.017180315313314223,47.23592415048356,76.15295578954111,0.00421622461037088,90.70054764612647,0.023849272183652112,77.43915753763731,77.02746089801985,0.010926653532728557,0.9733506784158836,75.02851089899457,0.0,0.09653734474385904,57.79002549940707,0.01791803869314601,6.008656639679924,2.0565681862492813,86.26054754004427,9.943675790074629,1.8522083947959465,0.0,0.0,0.0026767574831835154,0.0,0.06128786342855207,0.0038031848932569274,0.9546144239109338,0
2.314850197429184,80.59250188753052,33.09911510247755,0.0,93.25976777802447,72.10795003022392,0.013776559461647263,64.11144234008086,0.9800518555907228,78.65999289052372,58.47395259192962,1.0279819609094503,0.9559891061842324,34.756902378683584,0.0,0.9723602628362131,107.37055391263817,0.0,19.881551420441074,0.9306512057904277,74.78014189478384,7.938691299060714,0.0,0.0,0.0,0.0,0.0,0.017625109915170793,0.0,1.0630450603850434,1
0.11271394006105792,81.71498578565543,52.359757976761266,0.0,79.2483129808782,90.44959395263783,0.02553988581427319,1.347596380358214,0.9815751798561717,88.97472988179435,0.0,0.0,1.8803584923392525,99.84300340706007,0.0,1.0046579017744925,0.0,0.0,0.28071847303221786,1.067705050129766,5.57247611916035,0.0,1.9314951900853339,0.0,0.0,0.0,4.2378420485077894,1.0052200095400654,0.0,0.05343584069855676,0
5.154746424267024,90.07369303807363,28.656532980517273,0.0,72.48262327965408,86.76480428479671,1.0568995309591178,92.34280179078041,0.0251976907394643,0.0,73.69483760443698,0.9639823757319197,1.0117595496583176,94.05996047582333,0.0,1.0001208258865366,97.06884907769556,0.9817009854526006,10.936689737746876,2.039644852825668,0.0,0.9150472033839048,0.01894654464520951,0.0,0.5752108752303845,1.065415011380322,3.0908492420162235,0.9479538581937678,0.0,0.9534479425705168,3
3.1281687128248663,72.91163002078858,20.77952909284149,0.0,88.65241927531552,77.33599891627443,0.0,76.71743735828915,0.0,3.4021174925995648,80.37500050468111,0.0,2.059976664222148,75.77899575674189,0.0529137813143385,1.041574639419159,21.056832430356707,0.9992488692010191,18.60468574099164,1.0097123460303536,75.47720466903588,9.873682672591592,2.0493395150246774,0.011897460655551105,1.65674173887791,1.0185928134882563,0.10776626368120018,0.9553394770726518,0.0,0.002849004933368837,1
4.062547482432034,93.0853890838048,27.350706839758345,0.0,76.13563961811523,77.41197121042647,0.03134970101583004,67.13469790648621,1.0235584340868311,0.0,2.1682087712578597,0.0010317625391369526,3.1128160052240026,78.83966439530408,0.0,0.981082436477788,72.543290631811,1.0736949090073518,5.070494222257014,0.9178895619906058,5.806089162351572,9.838312010645508,2.035116130077741,0.016366695358955335,0.0,0.0,0.0,0.9786109345236146,0.004914645600187281,0.0,2
0.34181724334173297,68.45803059687309,25.53202874700174,0.0,84.77442957075125,77.91006887699393,0.014027630564829934,6.817773368520497,0.9831095264216869,2.515395850414514,3.9622668775942698,0.0,2.0093184619124678,2.5720860830934154,0.0,0.02094082418311333,58.24172709363968,0.0,3.888865995835866,0.960622829975677,0.9464068781981037,7.704377044162863,2.1157746037016882,0.0034664990651331854,0.0,0.0496157226144873,3.1552290941115855,1.0495728970825229,1.0324670146362027,0.9357785050250755,0
2.1402485584450983,71.79809826087758,24.866689891305953,0.02671924343028178,75.66642616054607,78.19183998100964,0.02219978384276547,61.717862185093054,1.0148931884073427,96.33393803133097,65.51945502623411,0.03186980520441014,2.003296839817054,66.6753382900073,0.006847026862447428,0.968915292699522,37.740902955073004,0.0,4.801485500213386,0.9360659141893479,94.87487631590977,1.1718091214314856,2.009143334644603,0.01650862993619857,0.0,0.9081170992087662,0.0,1.0692837477813086,0.00355565722326098,0.04027829454649561,0
5.299218208416907,82.5826388537035,22.74413489945022,0.0,64.74195398127816,78.13868710150352,0.0,95.37232373243467,1.014375693987602,61.05172566751629,92.07449119441195,0.0,3.1669812333339125,71.83192869290512,0.06734721788298663,0.06441129531521324,3.518773127467485,0.0,0.34999610130601344,1.001416485714598,0.0,13.9937697698062,2.0919780955059197,0.0,0.34594464365466976,0.05356302980948193,0.8888820770876174,0.9935644642120272,0.0,1.0439755396612074,3
4.006365215655831,93.05454979824947,26.832916294003535,0.013405205851780054,98.59496244096044,93.52733085920602,0.018220941014955982,98.10212328760832,1.000822836326626,0.0,91.16271629933901,0.9683747660315475,3.1530355032672057,101.12122922481434,0.0,0.03432884034978049,101.39158794828045,0.9950561124305686,7.8799705231557535,0.9341666675478018,85.98060679486304,0.0,0.07723394195466995,0.0,1.6286785611821148,0.9193510457110293,3.122504407203052,1.0121886208544322,0.004696206393712891,1.0065204041083897,0
3.963712245154552,93.64140958158153,27.26452236014642,0.02077962351380915,79.4541036909885,85.8220564544914,0.03207178597154945,94.67981784081117,1.0481206531738427,0.5541567171923956,88.53239521400761,0.9939592539831772,3.0361765142230586,81.08160038222033,0.0,0.9497399171300875,100.56750449465989,0.0,10.270130846951837,0.9397924985940384,0.7338321356522894,10.330622406727972,2.022868452829724,0.0,0.0,0.03922183684415075,2.985318811910159,0.9846818948140962,0.05607285102624398,1.0898131576117012,3
4.2309568251211145,96.71380565870854,46.326422830778846,0.9596862052819802,94.76574999322341,90.59462034810092,1.0984169907526273,78.1034908073408,1.0340368921654197,4.85713830537781,0.6902658853587886,0.0,2.0300889761697793,86.55639683435344,0.0,0.9734265738551389,48.481875365350454,0.07042099532152718,4.40439162806482,1.019116033924437,0.0,14.246781269815196,0.0,0.02105294302266922,0.0,0.06817121339967637,3.9335203350322887,1.002330956153556,0.05800894649159939,1.0209017757150083,1
4.718805408796499,60.51169039451876,48.844830479985035,0.9588605209110177,44.16357642275483,60.27151947984068,1.0461169232824015,77.49160844917081,2.011811428679888,75.52062955475064,41.280896445812886,0.0,0.9491319006277119,68.51916886268582,0.00643388128738075,1.0874575663491193,97.08970945639192,0.9715918528437741,5.666199741766539,1.0110042621529518,77.43240780243062,12.686134847161522,2.0560339348228838,0.0,0.0,0.07667356359892503,0.7324092593397475,1.0116618425698223,0.023983083193121917,1.0251844420529086,1
3.8991403943789864,90.28339766175783,48.25710727067026,0.020463980898296957,78.14767579134967,85.14745562704834,0.06114613064306016,89.09132451800885,0.9316753665850703,0.0,85.32661242376281,0.04330457427611635,2.018584501158732,0.1704571310891471,0.0,0.0,99.7749665017588,0.0,10.639983948920557,0.9263011397004397,81.76922986401819,14.312469491221693,1.8797826439690486,0.01295666429598295,0.0,0.9949652336480804,0.0037170848785648067,0.0,0.014603764363461245,1.0184152488358285,1
0.2615100522672598,49.82235642826844,48.067893154468216,0.0,68.38365538183734,74.43733028215496,0.06545781100502361,2.8131308324111495,0.998686639730892,82.61300633793971,0.2508235518833284,0.0,3.1124801350052858,94.44530842822097,0.0013289138209144988,0.9554943723468987,64.92122421293155,1.0208248639123658,6.824846300878588,0.8862826164647031,0.051564321529730055,2.036146964009312,1.9751428907892885,0.014713549296933706,1.2074847875778283,0.0030315347000087105,0.9940708308296909,1.0155420024166508,0.0,0.0,0
4.0999025209160145,89.24611632578716,23.829277000353507,0.0,69.98830186475516,83.63240464094818,0.0,79.32492780681403,1.0510014573550313,0.0,81.85014706816702,0.0,2.0485153251093764,102.66753502122006,0.0,0.0,46.91101748990581,0.0,6.563163734026009,2.033705871617154,2.609301048142154,14.133046340743991,2.151265538372029,0.0,0.8880103217554707,0.0,1.11644013484158,1.0722553758235451,0.0,1.078352225570143,1
3.149696379083978,57.78696967931448,3.0517999826765374,1.0617217495439277,66.18201838647943,64.56192838562052,1.0203164897592403,64.26876646069081,1.9340999608053906,0.0,85.37431119025003,0.02212003807750552,1.9458746615318525,0.0,0.011477425346998723,0.0,91.53829335174085,0.950808212268785,17.101697152330097,1.986076885167116,64.86457991726887,10.17929587639124,1.9945076210307053,0.0,1.8439311547835702,0.10578208683391511,4.126196160814176,0.9537159952990407,0.0,0.0,1
3.9013505825977233,80.9906789653731,22.952756592662382,1.00724088646453,86.32254018210381,82.1119082531182,1.0424811060877244,70.53813465217556,0.04472254572631967,3.701855693090943,84.98631238842336,0.014242670242011896,2.9617881173945655,83.35215713533326,0.010544812762248895,0.0,34.62417021048284,0.0,4.4898922865390345,1.0881400720417422,2.42738531768169,10.21898310518082,1.9447656606148247,1.0624959677450208,8.026175281146735,1.015106724694897,2.9309405446266297,1.0053572351325701,0.006372997603001444,0.9663837377989177,1
2.946358554895552,61.09712066985127,22.04109180997871,0.03426822575831355,74.71418023052517,68.85174217389121,0.026860717812478393,60.31114223716147,1.0243876263482028,0.0,1.5970699784900093,0.0,3.0010181189757748,83.7275916694486,0.00496309918419377,0.012450121916564114,82.16302328081423,1.045602848775428,4.953976121160311,0.8764573056310945,0.0,12.115171536372387,2.010522142604135,0.0,0.0,0.0,1.7750051529124282,1.0796978820015968,0.04572234880698008,0.0,1
2.917436713348952,82.21609183315547,46.31524051272765,0.9431473337077655,67.59917771055237,80.08047694547034,0.9804866836209002,79.41388062507674,1.9890325009571788,0.0,87.84777382635433,0.016288997146357818,2.0630555250386204,0.0,0.013554974702696844,0.9660347029339259,97.9961876927965,0.08519994368524958,13.857895424980335,1.0418450292769612,60.366709958929945,11.086156459266848,2.011896305448823,0.007603323982138288,0.2803444961843776,0.9929102558993403,0.9239894987056675,0.9945955057867741,0.0,0.010112588182110737,1
4.163024542277086,100.10890331508418,37.09840527149958,0.0,66.08686855452584,77.44324737287852,0.026411346993511886,58.5561867609605,2.076108573413092,74.7646543374544,84.26427081260778,1.021675975467292,3.1166470657990843,75.15929671580255,0.0,0.9974892459741486,79.9812230912717,0.9435022026800715,7.044849515030011,0.07297581189236092,77.16625990774705,13.110937496327429,1.9958918923377362,0.016761182638884306,0.0,0.0,1.0883354314760458,0.9950536855532661,0.006824762900013008,1.0874010103274128,3
4.172883264668014,97.68440978705905,25.529859405021345,0.0,85.23048560834177,92.2188428083094,0.9470797503366423,83.42423751102528,1.0946589594613243,0.0,89.93537876216013,0.04808895543404691,3.0588218399042724,95.981890711157,0.02852765100291415,0.0,76.75318640548626,0.9607069189431735,10.623761364117483,0.9778926488164789,99.7456954976139,8.033120676131672,2.038174199497195,0.0,0.48750986324692996,0.9802184949303542,3.905172248919893,0.9940584509898145,0.9336503291648608,0.024530119667741077,2
4.122434279795679,74.41799213679063,42.24649386212271,0.0,73.30771182711685,74.1099478892897,0.0,77.03090401695414,1.9996030247208911,0.0,71.93370686867807,0.0344357808687782,0.9947140300380434,7.243506358828686,0.0,0.07077892954533924,105.6043082312006,0.0,5.816864243671039,1.9508391548071764,64.68559046541164,11.781378625778412,2.0003315644153297,0.0,1.4944233033822756,0.0,3.9904206952734604,0.8979797808204993,1.0115311781154277,0.017366499759630772,0
5.678001829959562,90.8861681184288,27.838066079090456,0.0,95.78805214539165,94.62286616779512,0.0,88.8852079246473,0.9891021392997138,1.8096275787833356,99.45704689039363,0.005688373135254591,2.029077765431603,95.31820971417507,0.048375437577198185,1.0189227078731353,19.007898038075293,1.0180662762592967,13.95490083676637,2.04681005524103,106.98238863244795,7.606189629001268,0.0,0.022625332177800443,0.0,0.005174457678528917,1.0316008573393238,0.9540145722866438,0.0,0.0,2
2.6443829698824017,67.41843221776821,24.412077658616628,0.0,89.14008346174094,80.16745866055544,0.0,1.8798952915874467,0.9968389406662248,0.0,0.0,1.00512404558614,3.070274562115193,0.0,0.9983809242511811,0.004426229206398147,38.85214624455956,1.0202625660252447,3.7188351552243564,0.03481139331623055,1.9544858801546772,1.7793559838959694,0.0,0.0,7.1991561381856215,0.0,2.149970220142417,1.0341556676070767,0.0,1.0514712211240769,1
2.023695582575426,95.57694987444759,25.008976355439227,0.04032554922220204,78.99323260895967,90.5021639289248,0.028691066001562075,100.66316191329159,0.9430074753751021,0.0,0.7238190745036795,1.040829089555416,1.935040787396806,0.0,0.0,0.0,104.39891370318797,0.0,0.0,1.0543581871854968,1.4119151595816695,0.40902913384241146,0.0,0.01208858288332198,0.0,0.0,0.0,1.0079550292304003,1.0221538348410453,0.09873158862276456,1
4.081432702211484,97.28962328772451,42.39822693478605,0.009237601574417753,62.50876873697404,87.9823075489892,0.0419272599864369,96.3424141502617,0.9552848301387351,3.034414275082074,99.32369327496279,0.0,3.0077641128336188,93.1957568800567,0.019371519211004152,0.0,68.61371531825732,0.0,2.6215931861710295,2.0113541253284084,0.0,8.002863807208817,1.956773772453823,0.012687877676791779,0.0,0.031775672269086994,0.22521104697527614,0.0,1.0343605995575225,0.9881202955896465,3
4.7124473345571,83.26914162058489,47.75797869598885,0.0,79.49906269087883,81.21223950434573,0.10047339581801756,72.312963870115,1.9818290272931893,2.4250611515667355,84.7580001891892,0.0,2.8754606713827884,85.61334305635494,0.0,0.012333292868013294,98.95398290768031,0.0,5.116399826942219,2.034911642282158,0.0,2.824953369953857,0.0,0.028703896320372867,2.38454265745697,0.9894407838188009,3.065603015436341,0.0,0.0,0.9299787069019518,0
1.950953608957192,87.02244756324258,4.490713462043892,5.042030691348177e-05,94.78530804006486,75.89685040681702,0.9482527970898716,63.025109847263764,0.9941359040537029,1.1560044067033857,59.83349642796742,0.0,2.9046422030860013,62.13575628936693,0.9800468504207139,1.000324352612859,17.392941236282855,0.0,10.490896559625067,0.9229726524656658,0.0,8.715007960997555,1.9327622177148034,0.0,0.0,0.955403686257565,3.8494421915196755,0.9742136385596535,0.06305265074372575,0.0,3
1.6612992900682146,82.96925490957224,43.43034820427286,0.0,68.40462939713392,77.48946138832468,0.04602726496043123,82.93706780411266,2.0281885222151286,0.0339763333051978,77.76232896593079,0.006328732638797316,2.9690878797604197,4.267679260329722,0.010609136447507446,0.0,98.45848307506941,0.0,5.211017819640363,0.09295184764040232,78.2468645799608,8.39027736302613,0.9049641806712885,0.009570030323552903,0.0,1.0204897021713597,0.021840243984861615,1.0190640288134167,0.0,0.9842517092221841,1
4.871705845330434,40.15466757616191,26.108107371067735,0.00527865370326574,82.27314775288698,74.97675603112802,0.0,59.40708357528865,1.038872164699417,5.137671733072629,87.7707951752295,0.05075310715962818,2.130133661299978,91.16723305208826,0.038578493607351695,1.0855980518125872,98.32418135531776,0.0,17.413309273189533,0.987877119901498,71.61508389858797,2.057722409090208,0.0,0.0,0.6357855188918965,0.01873116992758366,0.00583759614092947,0.0,0.010284013603873897,1.0080485211619814,1
6.22145804586198,48.62430409608835,22.007317725355932,0.007664040159988937,69.12935226597027,61.32939209677126,0.0,0.0,1.0646956658529734,0.0,0.3102087356724798,0.0,2.0245575065586285,0.0,0.0,1.0320101821374679,101.51125143501568,0.9308462029260092,12.330470062083588,0.9861139255612279,0.0,0.6668022058498491,1.9533230786376685,0.0171410171032535,0.9444405890153958,0.001493787832739601,2.951131782290887,0.0,0.0,0.0034499144101036564,1
1.9549457433032844,76.59643330377449,47.1499868837384,0.0,95.60166402353697,83.07535239140843,0.0,78.021060681552,0.9993998869325202,0.0,0.0,0.0,2.8996392899988384,82.85842843754757,0.003558263577946296,0.045342465483214675,99.90478186976897,0.9759682508846858,10.738495857528491,0.8979278767959652,0.8360978727948768,0.9127017536938501,2.0038404790587445,0.0,0.5235053864748859,1.0129502418812573,1.044518167660182,1.0791437808306286,0.022937631314980077,0.03054925197496944,1
6.105386131922209,71.09098158513208,23.10336245968903,0.014027512806937656,90.38553671499584,81.20974189970715,0.06168772235452469,81.83367482522516,0.9347377679240454,75.29722689150651,67.97490369532281,1.0093375840201824,1.8810569570130948,77.26007271552102,0.0,0.08047731851577543,101.76725689420415,0.0,6.793193489939695,1.9762556042531207,78.50190651958977,9.989991317434649,1.8873072619608304,0.034682369218553624,1.9578763277730076,0.8758472744702255,3.867990270578156,1.0582674908641798,0.018655492885197567,0.0,0
2.920770804336676,84.59005852628336,6.715671860983685,0.0,86.43329318731286,83.81092263152533,0.04013737154840458,0.0,1.0211493953944728,87.08411398333944,0.0,0.028882839841208364,0.9957009357073668,89.4638825332941,0.023204905347042625,0.01203224665074856,94.2011485987749,1.0767191970627121,7.123834732342967,0.9860378120636509,3.9638897295262723,1.032308565812896,2.13960403394427,0.011612782011264394,1.2451283844278271,0.0,2.1265257682759877,0.0,0.0,0.9922689236773549,1
0.2919862159915342,89.2955698011491,24.69172656955464,0.0,71.5819635120071,83.78294754872832,0.0,80.15296010611729,1.9331099870493165,1.8008431053893916,88.31024256365043,0.0,1.0246289813239835,0.0,0.0,0.0,35.94348327210402,1.0216430392125262,18.166285804642072,1.0599649166983907,89.56652788447731,14.025632130835778,1.9468943700801349,0.0,1.4807130135967501,0.0,2.8065582250049803,1.0474031572803424,0.0,0.9768887663179073,0
3.202788173011788,56.69965548065777,50.1902550215332,0.03390575257025775,78.02463833074744,73.37639323514695,1.0228216376458639,81.47494089404303,1.0632186632724052,0.0,73.45435357190942,0.0,1.882727197876383,80.85282689967087,0.0,0.0,18.410881184763472,0.0,12.994936276863594,0.9545669273342862,74.06806190973968,14.312865706964425,2.1213825602163423,0.0,6.265615418021451,0.9602235862855959,2.8527373899945934,0.0,0.003998436423274035,0.9709746622258633,1
1.921670099341656,83.42513264462752,24.897971257293868,0.0,67.44059498197599,81.62270739438459,0.0,83.20332202066253,1.0501226524320793,0.0,81.31399262054606,0.9401771439760738,2.0827395470291057,94.09882969280778,0.9740620959463163,0.0,1.7859752364334036,0.9848375080724455,6.039735974384993,1.8544651552731501,92.0684032563891,7.55277511184322,1.9487357670762302,0.03003219446171842,0.09423321799429765,0.9799029911124923,0.8743151596847794,0.9890137044387476,0.05021655973038481,0.9948961281846401,2
3.01155633450064,60.176078910659136,28.10963572291273,0.0,91.55849016993587,80.1109977198805,0.0,1.7105031157571755,1.0207945310236435,86.45645892365548,9.669790807919505,0.0,2.9734252388758846,98.94629918983398,0.004124330209718228,0.0,99.4561379735188,0.9701176509140207,0.5914391507797858,1.9956277136267366,0.0,10.644950772116678,1.9526085422946644,0.0008491386641978978,0.0,0.8972976397903407,1.010733679898645,1.041232080582509,0.00713151032780809,0.0,0
4.320868470532514,87.75420687202104,15.140469375009319,0.9701276615802505,67.88882881459638,86.51937690438879,0.9421729139874698,93.83121263053238,1.029206150001261,3.081385754381312,94.8445968137041,1.0231193884605416,3.048769476764389,76.6982843015225,1.025139096524461,0.0,94.68566769145055,1.0728554489901552,4.719515384840507,2.136372321739138,89.28177230291519,7.693196963974026,0.0,0.9699315291271658,0.797159193706358,1.026768201795096,3.9105340298930478,0.9094936725707241,0.9637109331681147,0.0,3
5.885178533044635,79.38768526410199,6.588037299573395,0.0,80.66628244202795,91.3554280412155,0.026753528187587916,102.16647833551714,0.9301917573753059,2.4996232594846783,97.16427300121796,0.0,1.9769759543658618,3.5247547402925137,0.015912437049225906,0.9859878300451896,2.950351189097013,0.005759188478803066,1.0321701078183112,0.9746746352735829,100.5130446843463,8.653418187771656,2.0778412529657873,0.0,0.1784071162805274,0.054649731380438674,2.18688027443909,1.0411984370482512,0.9581412436141736,0.0,2
3.2128302750863256,87.93221184260831,25.59551042329995,0.0,69.7571534187414,75.4914013876569,0.0,60.276868539166806,1.9317666374498328,0.019241463763988526,84.96128110788928,0.0,2.064469644019947,0.6963368793005861,0.03252263160809438,0.0,96.5028257086433,1.0532715209163093,6.493212455320946,1.9481869681804556,84.17718065892369,7.466646262196357,1.9410894449970473,0.021886822582114107,0.0,0.07217385868200096,0.9253155792197867,1.0376116351258493,0.0,0.05935904453936736,1
4.883291309779791,79.53337126008563,25.699997411448145,0.0,50.481812590721326,75.0041017075568,0.04016541185277353,89.26373263610455,1.04064138387522,0.0,87.56339547205475,0.00744199549052713,3.0433086182627878,68.8058211006796,0.0,1.002870274785404,82.9752244738349,0.0,0.8533529278423868,1.0388793393606637,4.186698268337159,0.057683026588360664,1.9930777898787526,0.022312333194522825,0.0,0.03995207834173222,0.006973304273774035,1.0196486855953732,0.0,0.0,3
5.045826229325835,48.49259892701248,49.00049370290265,0.015335818173097263,54.323003167829086,62.36426977796523,0.0,73.51383101860361,2.0034519909633084,0.0,71.63023244955446,0.9949409904256575,2.0002670986910736,2.83363160663373,0.0,0.9742239545740559,85.5943024603643,0.008718210876444584,0.5907250155167182,2.0075910105301467,79.18662451694212,11.923343473197193,1.8741125637322054,0.0,0.0,0.9735985913259995,4.012211113913266,0.9594112963460942,0.0,1.0507287035804176,0
6.064466486674625,81.41595037364569,44.777878561135445,0.002220795268066765,87.39141796371001,90.25608038197586,0.011657276162942523,0.0,0.9209860690741455,2.9051591344786414,98.76433573529015,1.0551564752972789,1.9720994634794808,0.0,0.04702992385203735,1.0139640092389468,104.78461463080134,0.0029804019158929983,0.9850780007589696,0.9725914404864079,96.51344630495082,7.710318978342497,2.0144344203572655,0.0007793774833645363,0.0,1.0215963529170666,1.1318139113349523,0.9532452957491633,0.9788002776082119,1.0620896403760494,0
3.2252489482648303,100.74203757219273,24.55078977677454,0.0,85.69485178946412,89.78011384158297,0.0,81.24799858077367,0.954388179632576,0.0,94.4545357583471,0.026107078719594088,1.1095055357497596,91.60570012999669,0.0035762245067825853,0.0,16.70558644502705,1.0405636861449863,18.303177397848188,1.0362512209022987,4.7957647029780786,7.251234979767784,2.0148146913892178,0.0,123.73214973435557,0.0,0.7268177502498052,1.0684015967315021,0.02270764797637032,0.043909264867129275,2
